BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000005.region002	NZ_WMEW01000005	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_WMEW0100.	
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region003	NZ_WMEZ01000001	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_WMEZ0100.	
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region006	NZ_WMFA01000002	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_WMFA0100.	
Halobacillus_litoralis_GCF_020171725.prokka-c00002_NZ_JAIV...region001	c00002_NZ_JAIV..	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_JAIVAJ01.	
Halobacillus_litoralis_GCF_020171885.prokka-c00006_NZ_JAIV...region002	c00006_NZ_JAIV..	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_JAIVAK01.	
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region004	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_JAIVKN01.	
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region006	c00001_NZ_JAIV..	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_JAIVKO01.	
Halobacillus_locisalis_GCF_013694105.prokka-c00002_NZ_JACE...region001	c00002_NZ_JACE..	Halobacillus locisalis strain strain	T3PKS	PKSother	Halobacillus locisalis NZ_JACEFG01.	
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region003	NZ_CP020772.1	Halobacillus mangrovi strain strain	T3PKS	PKSother	Halobacillus mangrovi NZ_CP020772.	
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region003	NZ_LT800499.1	Halobacillus massiliensis strain strain	T3PKS	PKSother	Halobacillus massiliensis NZ_LT800498.	
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000001.region001	NZ_SRJC01000001	Halobacillus salinus strain strain	T3PKS	PKSother	Halobacillus salinus NZ_SRJC0100.	
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000004.region001	NZ_FVYZ01000004	Halobacillus salinus strain strain	T3PKS	PKSother	Halobacillus salinus NZ_FVYZ0100.	
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000121.region001	NZ_ANPF01000121	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_ANPF0100.	
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000413.region001	NZ_JRNX01000413	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JRNX0100.	
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region005	NZ_LSOC01000002	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_LSOC0100.	
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region003	c00001_NZ_JADZ..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JADZSC01.	
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region002	c00001_NZ_JAFL..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JAFLHE01.	
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region002	c00001_NZ_JAIE..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JAIEZV01.	
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region004	NZ_CP095073.1	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_CP095073.	
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region002	NZ_CP095074.1	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_CP095074.	
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region001	NZ_CP095075.1	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_CP095075.	
Halobacillus_sp._GCF_024189295.prokka-c00033_NZ_JAIZ...region002	c00033_NZ_JAIZ..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JAIZEN01.	
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region001	c00005_NZ_JAIZ..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JAIZEO01.	
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000002.region002	NZ_OESS01000002	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_OESS0100.	
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region002	c00001_NZ_CADD..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_CADDWH01.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000068.region001	NZ_QTLC01000068	Halobacillus trueperi strain strain	T3PKS	PKSother	Halobacillus trueperi NZ_QTLC0100.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000005.region002	NZ_QUAE01000005	Halobacillus trueperi strain strain	T3PKS	PKSother	Halobacillus trueperi NZ_QUAE0100.	
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region003	c00001_NZ_JAIV..	Halobacillus yeomjeoni strain strain	T3PKS	PKSother	Halobacillus yeomjeoni NZ_JAIVAI01.	
