#BGC Name	Clan Number	Family Number
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000004.region003	47	94
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000007.region001	47	94
Halobacillus_litoralis_GCF_020171725.prokka-c00008_NZ_JAIV...region001	47	178
Halobacillus_alkaliphilus_GCF_900113125.prokka-NZ_FOOG01000010.region001	53	53
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region007	53	53
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region007	53	53
Halobacillus_halophilus_GCF_020171985.prokka-c00015_NZ_JAIV...region001	53	53
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region005	53	190
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000001.region001	252	61
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region004	252	61
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region002	252	61
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region004	252	61
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000005.region003	252	61
Halobacillus_litoralis_GCF_020171885.prokka-c00006_NZ_JAIV...region001	252	61
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000009.region001	252	252
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000006.region001	252	252
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000021.region001	252	252
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region002	252	252
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000002.region002	252	252
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000001.region002	252	252
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000004.region002	252	252
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region004	252	252
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region004	252	252
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region005	252	252
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region003	252	252
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region005	252	252
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000837.region001	252	252
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region004	252	252
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region002	252	252
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region001	252	252
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region003	252	252
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000005.region001	252	252
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000004.region001	210	127
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region002	210	127
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region002	210	127
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region002	210	127
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000009.region001	210	127
Halobacillus_litoralis_GCF_020171885.prokka-c00004_NZ_JAIV...region001	210	127
Halobacillus_locisalis_GCF_013694105.prokka-c00003_NZ_JACE...region001	210	204
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region006	210	210
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region002	206	206
Halobacillus_alkaliphilus_GCF_900113125.prokka-NZ_FOOG01000003.region001	206	229
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region005	206	229
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region005	206	229
Halobacillus_halophilus_GCF_020171985.prokka-c00001_NZ_JAIV...region001	206	229
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000007.region002	206	229
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region001	206	229
Halobacillus_litoralis_GCF_020171725.prokka-c00001_NZ_JAIV...region001	206	229
Halobacillus_locisalis_GCF_013694105.prokka-c00002_NZ_JACE...region002	206	229
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region004	206	229
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region004	206	229
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000001.region002	206	229
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000004.region002	206	229
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000065.region001	206	229
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region002	206	229
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region003	206	229
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000068.region002	206	229
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region004	206	229
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region004	206	286
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region006	206	286
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000074.region001	249	232
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region004	249	249
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region002	249	249
Halobacillus_sp._GCF_024189295.prokka-c00008_NZ_JAIZ...region001	249	290
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000062.region001	304	240
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region001	304	240
Halobacillus_andaensis_GCF_014636475.prokka-NZ_BMEL01000001.region002	304	304
Halobacillus_andaensis_GCF_017874135.prokka-c00001_NZ_JAGG...region002	304	304
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region003	304	304
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region001	304	304
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region002	304	304
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000002.region001	304	304
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000051.region001	241	241
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region002	241	241
Halobacillus_sp._GCF_024189315.prokka-c00007_NZ_JAIZ...region001	241	299
