BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
Halobacillus_andaensis_GCF_014636475.prokka-NZ_BMEL01000001.region002	NZ_BMEL01000001	Halobacillus andaensis strain strain	betalactone	Others	Halobacillus andaensis NZ_BMEL01.	
Halobacillus_andaensis_GCF_014636475.prokka-NZ_BMEL01000001.region003	NZ_BMEL01000001	Halobacillus andaensis strain strain	terpene	Terpene	Halobacillus andaensis NZ_BMEL01.	
Halobacillus_andaensis_GCF_014636475.prokka-NZ_BMEL01000001.region004	NZ_BMEL01000001	Halobacillus andaensis strain strain	hserlactone	Others	Halobacillus andaensis NZ_BMEL01.	
Halobacillus_andaensis_GCF_014636475.prokka-NZ_BMEL01000003.region001	NZ_BMEL01000003	Halobacillus andaensis strain strain	ectoine	Others	Halobacillus andaensis NZ_BMEL01.	
Halobacillus_andaensis_GCF_014636475.prokka-NZ_BMEL01000004.region001	NZ_BMEL01000004	Halobacillus andaensis strain strain	siderophore	Others	Halobacillus andaensis NZ_BMEL01.	
Halobacillus_andaensis_GCF_017874135.prokka-c00001_NZ_JAGG...region001	c00001_NZ_JAGG..	Halobacillus andaensis strain strain	T3PKS	PKSother	Halobacillus andaensis NZ_JAGGKY.	
Halobacillus_andaensis_GCF_017874135.prokka-c00001_NZ_JAGG...region002	c00001_NZ_JAGG..	Halobacillus andaensis strain strain	betalactone	Others	Halobacillus andaensis NZ_JAGGKY.	
Halobacillus_andaensis_GCF_017874135.prokka-c00001_NZ_JAGG...region003	c00001_NZ_JAGG..	Halobacillus andaensis strain strain	terpene	Terpene	Halobacillus andaensis NZ_JAGGKY.	
Halobacillus_andaensis_GCF_017874135.prokka-c00001_NZ_JAGG...region004	c00001_NZ_JAGG..	Halobacillus andaensis strain strain	hserlactone	Others	Halobacillus andaensis NZ_JAGGKY.	
Halobacillus_andaensis_GCF_017874135.prokka-c00003_NZ_JAGG...region001	c00003_NZ_JAGG..	Halobacillus andaensis strain strain	siderophore	Others	Halobacillus andaensis NZ_JAGGKY.	
Halobacillus_andaensis_GCF_017874135.prokka-c00004_NZ_JAGG...region001	c00004_NZ_JAGG..	Halobacillus andaensis strain strain	ectoine	Others	Halobacillus andaensis NZ_JAGGKY.	
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region001	c00001_gnl_CIA..	Halobacillus andaensis strain strain	siderophore	Others	Halobacillus andaensis gnl_CIATE.	
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region002	c00001_gnl_CIA..	Halobacillus andaensis strain strain	T3PKS	PKSother	Halobacillus andaensis gnl_CIATE.	
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region003	c00001_gnl_CIA..	Halobacillus andaensis strain strain	betalactone	Others	Halobacillus andaensis gnl_CIATE.	
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region004	c00001_gnl_CIA..	Halobacillus andaensis strain strain	ectoine	Others	Halobacillus andaensis gnl_CIATE.	
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region005	c00001_gnl_CIA..	Halobacillus andaensis strain strain	lassopeptide	RiPPs	Halobacillus andaensis gnl_CIATE.	
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region006	c00001_gnl_CIA..	Halobacillus andaensis strain strain	terpene	Terpene	Halobacillus andaensis gnl_CIATE.	
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000001.region001	NZ_FOSB01000001	Halobacillus dabanensis strain strain	terpene	Terpene	Halobacillus dabanensis NZ_FOSB01.	
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000001.region002	NZ_FOSB01000001	Halobacillus dabanensis strain strain	ectoine	Others	Halobacillus dabanensis NZ_FOSB01.	
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000003.region001	NZ_FOSB01000003	Halobacillus dabanensis strain strain	siderophore	Others	Halobacillus dabanensis NZ_FOSB01.	
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000005.region001	NZ_FOSB01000005	Halobacillus dabanensis strain strain	terpene	Terpene	Halobacillus dabanensis NZ_FOSB01.	
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000006.region001	NZ_FOSB01000006	Halobacillus dabanensis strain strain	betalactone	Others	Halobacillus dabanensis NZ_FOSB01.	
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000006.region002	NZ_FOSB01000006	Halobacillus dabanensis strain strain	T3PKS	PKSother	Halobacillus dabanensis NZ_FOSB01.	
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000007.region001	NZ_FOSB01000007	Halobacillus dabanensis strain strain	siderophore	Others	Halobacillus dabanensis NZ_FOSB01.	
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000004.region001	NZ_BJYD01000004	Halobacillus faecis strain strain	terpene	Terpene	Halobacillus faecis NZ_BJYD01.	
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000005.region001	NZ_BJYD01000005	Halobacillus faecis strain strain	terpene	Terpene	Halobacillus faecis NZ_BJYD01.	
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000006.region001	NZ_BJYD01000006	Halobacillus faecis strain strain	siderophore	Others	Halobacillus faecis NZ_BJYD01.	
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000006.region002	NZ_BJYD01000006	Halobacillus faecis strain strain	siderophore	Others	Halobacillus faecis NZ_BJYD01.	
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000020.region001	NZ_BJYD01000020	Halobacillus faecis strain strain	T3PKS	PKSother	Halobacillus faecis NZ_BJYD01.	
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000021.region001	NZ_BJYD01000021	Halobacillus faecis strain strain	betalactone	Others	Halobacillus faecis NZ_BJYD01.	
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000028.region001	NZ_BJYD01000028	Halobacillus faecis strain strain	ectoine	Others	Halobacillus faecis NZ_BJYD01.	
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region001	NC_017668.1	Halobacillus halophilus strain strain	ectoine	Others	Halobacillus halophilus NC_017668.	
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region002	NC_017668.1	Halobacillus halophilus strain strain	RRE-containing	RiPPs	Halobacillus halophilus NC_017668.	
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region003	NC_017668.1	Halobacillus halophilus strain strain	RiPP-like.LAP	RiPPs	Halobacillus halophilus NC_017668.	
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region004	NC_017668.1	Halobacillus halophilus strain strain	terpene	Terpene	Halobacillus halophilus NC_017668.	
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region005	NC_017668.1	Halobacillus halophilus strain strain	betalactone	Others	Halobacillus halophilus NC_017668.	
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region006	NC_017668.1	Halobacillus halophilus strain strain	T3PKS	PKSother	Halobacillus halophilus NC_017668.	
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region007	NC_017668.1	Halobacillus halophilus strain strain	siderophore	Others	Halobacillus halophilus NC_017668.	
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region001	NZ_CP022106.1	Halobacillus halophilus strain strain	ectoine	Others	Halobacillus halophilus NZ_CP0221.	
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region002	NZ_CP022106.1	Halobacillus halophilus strain strain	RRE-containing	RiPPs	Halobacillus halophilus NZ_CP0221.	
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region003	NZ_CP022106.1	Halobacillus halophilus strain strain	RiPP-like.LAP	RiPPs	Halobacillus halophilus NZ_CP0221.	
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region004	NZ_CP022106.1	Halobacillus halophilus strain strain	terpene	Terpene	Halobacillus halophilus NZ_CP0221.	
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region005	NZ_CP022106.1	Halobacillus halophilus strain strain	betalactone	Others	Halobacillus halophilus NZ_CP0221.	
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region006	NZ_CP022106.1	Halobacillus halophilus strain strain	T3PKS	PKSother	Halobacillus halophilus NZ_CP0221.	
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region007	NZ_CP022106.1	Halobacillus halophilus strain strain	siderophore	Others	Halobacillus halophilus NZ_CP0221.	
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000001.region001	NZ_WMEP01000001	Halobacillus halophilus strain strain	betalactone	Others	Halobacillus halophilus NZ_WMEP01.	
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000001.region002	NZ_WMEP01000001	Halobacillus halophilus strain strain	T3PKS	PKSother	Halobacillus halophilus NZ_WMEP01.	
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000001.region003	NZ_WMEP01000001	Halobacillus halophilus strain strain	ectoine	Others	Halobacillus halophilus NZ_WMEP01.	
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000001.region004	NZ_WMEP01000001	Halobacillus halophilus strain strain	terpene	Terpene	Halobacillus halophilus NZ_WMEP01.	
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000004.region001	NZ_WMEP01000004	Halobacillus halophilus strain strain	siderophore	Others	Halobacillus halophilus NZ_WMEP01.	
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000004.region002	NZ_WMEP01000004	Halobacillus halophilus strain strain	siderophore	Others	Halobacillus halophilus NZ_WMEP01.	
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000006.region001	NZ_WMEP01000006	Halobacillus halophilus strain strain	terpene	Terpene	Halobacillus halophilus NZ_WMEP01.	
Halobacillus_halophilus_GCF_020171985.prokka-c00001_NZ_JAIV...region001	c00001_NZ_JAIV..	Halobacillus halophilus strain strain	betalactone	Others	Halobacillus halophilus NZ_JAIVAL.	
Halobacillus_halophilus_GCF_020171985.prokka-c00001_NZ_JAIV...region002	c00001_NZ_JAIV..	Halobacillus halophilus strain strain	T3PKS	PKSother	Halobacillus halophilus NZ_JAIVAL.	
Halobacillus_halophilus_GCF_020171985.prokka-c00001_NZ_JAIV...region003	c00001_NZ_JAIV..	Halobacillus halophilus strain strain	terpene	Terpene	Halobacillus halophilus NZ_JAIVAL.	
Halobacillus_halophilus_GCF_020171985.prokka-c00002_NZ_JAIV...region001	c00002_NZ_JAIV..	Halobacillus halophilus strain strain	RRE-containing	RiPPs	Halobacillus halophilus NZ_JAIVAL.	
Halobacillus_halophilus_GCF_020171985.prokka-c00007_NZ_JAIV...region001	c00007_NZ_JAIV..	Halobacillus halophilus strain strain	RiPP-like.LAP	RiPPs	Halobacillus halophilus NZ_JAIVAL.	
Halobacillus_halophilus_GCF_020171985.prokka-c00009_NZ_JAIV...region001	c00009_NZ_JAIV..	Halobacillus halophilus strain strain	ectoine	Others	Halobacillus halophilus NZ_JAIVAL.	
Halobacillus_halophilus_GCF_020171985.prokka-c00014_NZ_JAIV...region001	c00014_NZ_JAIV..	Halobacillus halophilus strain strain	terpene	Terpene	Halobacillus halophilus NZ_JAIVAL.	
Halobacillus_halophilus_GCF_020171985.prokka-c00015_NZ_JAIV...region001	c00015_NZ_JAIV..	Halobacillus halophilus strain strain	siderophore	Others	Halobacillus halophilus NZ_JAIVAL.	
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000006.region001	NZ_FVZB01000006	Halobacillus hunanensis strain strain	siderophore	Others	Halobacillus hunanensis NZ_FVZB01.	
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000006.region002	NZ_FVZB01000006	Halobacillus hunanensis strain strain	terpene	Terpene	Halobacillus hunanensis NZ_FVZB01.	
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000006.region003	NZ_FVZB01000006	Halobacillus hunanensis strain strain	lanthipeptide-class-ii	RiPPs	Halobacillus hunanensis NZ_FVZB01.	
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000006.region004	NZ_FVZB01000006	Halobacillus hunanensis strain strain	ectoine	Others	Halobacillus hunanensis NZ_FVZB01.	
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000007.region001	NZ_FVZB01000007	Halobacillus hunanensis strain strain	terpene	Terpene	Halobacillus hunanensis NZ_FVZB01.	
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000007.region002	NZ_FVZB01000007	Halobacillus hunanensis strain strain	betalactone	Others	Halobacillus hunanensis NZ_FVZB01.	
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000007.region003	NZ_FVZB01000007	Halobacillus hunanensis strain strain	T3PKS	PKSother	Halobacillus hunanensis NZ_FVZB01.	
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region001	c00001_NZ_CACV..	Halobacillus ihumii strain strain	betalactone	Others	Halobacillus ihumii NZ_CACVAO.	
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region002	c00001_NZ_CACV..	Halobacillus ihumii strain strain	T3PKS	PKSother	Halobacillus ihumii NZ_CACVAO.	
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region003	c00001_NZ_CACV..	Halobacillus ihumii strain strain	siderophore	Others	Halobacillus ihumii NZ_CACVAO.	
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region004	c00001_NZ_CACV..	Halobacillus ihumii strain strain	terpene	Terpene	Halobacillus ihumii NZ_CACVAO.	
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region005	c00001_NZ_CACV..	Halobacillus ihumii strain strain	ectoine	Others	Halobacillus ihumii NZ_CACVAO.	
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region006	c00001_NZ_CACV..	Halobacillus ihumii strain strain	lanthipeptide-class-ii	RiPPs	Halobacillus ihumii NZ_CACVAO.	
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region007	c00001_NZ_CACV..	Halobacillus ihumii strain strain	terpene	Terpene	Halobacillus ihumii NZ_CACVAO.	
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000002.region001	NZ_CCDJ010000002	Halobacillus karajensis strain strain	terpene	Terpene	Halobacillus karajensis NZ_CCDJ01.	
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region001	NZ_CCDJ010000003	Halobacillus karajensis strain strain	T3PKS	PKSother	Halobacillus karajensis NZ_CCDJ01.	
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region002	NZ_CCDJ010000003	Halobacillus karajensis strain strain	betalactone	Others	Halobacillus karajensis NZ_CCDJ01.	
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region003	NZ_CCDJ010000003	Halobacillus karajensis strain strain	terpene	Terpene	Halobacillus karajensis NZ_CCDJ01.	
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region004	NZ_CCDJ010000003	Halobacillus karajensis strain strain	ectoine	Others	Halobacillus karajensis NZ_CCDJ01.	
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region005	NZ_CCDJ010000003	Halobacillus karajensis strain strain	siderophore	Others	Halobacillus karajensis NZ_CCDJ01.	
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region006	NZ_CCDJ010000003	Halobacillus karajensis strain strain	siderophore	Others	Halobacillus karajensis NZ_CCDJ01.	
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000002.region001	NZ_CCDH010000002	Halobacillus karajensis strain strain	T3PKS	PKSother	Halobacillus karajensis NZ_CCDH01.	
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000002.region002	NZ_CCDH010000002	Halobacillus karajensis strain strain	betalactone	Others	Halobacillus karajensis NZ_CCDH01.	
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000002.region003	NZ_CCDH010000002	Halobacillus karajensis strain strain	terpene	Terpene	Halobacillus karajensis NZ_CCDH01.	
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000002.region004	NZ_CCDH010000002	Halobacillus karajensis strain strain	ectoine	Others	Halobacillus karajensis NZ_CCDH01.	
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000002.region005	NZ_CCDH010000002	Halobacillus karajensis strain strain	siderophore	Others	Halobacillus karajensis NZ_CCDH01.	
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000003.region001	NZ_CCDH010000003	Halobacillus karajensis strain strain	terpene	Terpene	Halobacillus karajensis NZ_CCDH01.	
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000003.region002	NZ_CCDH010000003	Halobacillus karajensis strain strain	siderophore	Others	Halobacillus karajensis NZ_CCDH01.	
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000001.region001	NZ_CCDI010000001	Halobacillus karajensis strain strain	T3PKS	PKSother	Halobacillus karajensis NZ_CCDI01.	
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000001.region002	NZ_CCDI010000001	Halobacillus karajensis strain strain	betalactone	Others	Halobacillus karajensis NZ_CCDI01.	
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000001.region003	NZ_CCDI010000001	Halobacillus karajensis strain strain	terpene	Terpene	Halobacillus karajensis NZ_CCDI01.	
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000002.region001	NZ_CCDI010000002	Halobacillus karajensis strain strain	terpene	Terpene	Halobacillus karajensis NZ_CCDI01.	
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000004.region001	NZ_CCDI010000004	Halobacillus karajensis strain strain	siderophore	Others	Halobacillus karajensis NZ_CCDI01.	
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000004.region002	NZ_CCDI010000004	Halobacillus karajensis strain strain	siderophore	Others	Halobacillus karajensis NZ_CCDI01.	
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000004.region003	NZ_CCDI010000004	Halobacillus karajensis strain strain	ectoine	Others	Halobacillus karajensis NZ_CCDI01.	
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000003.region001	NZ_FNWW01000003	Halobacillus karajensis strain strain	terpene	Terpene	Halobacillus karajensis NZ_FNWW01.	
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000004.region001	NZ_FNWW01000004	Halobacillus karajensis strain strain	NRPS	NRPS	Halobacillus karajensis NZ_FNWW01.	
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000004.region002	NZ_FNWW01000004	Halobacillus karajensis strain strain	betalactone	Others	Halobacillus karajensis NZ_FNWW01.	
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000004.region003	NZ_FNWW01000004	Halobacillus karajensis strain strain	T3PKS	PKSother	Halobacillus karajensis NZ_FNWW01.	
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000006.region001	NZ_FNWW01000006	Halobacillus karajensis strain strain	siderophore	Others	Halobacillus karajensis NZ_FNWW01.	
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000007.region001	NZ_FNWW01000007	Halobacillus karajensis strain strain	ectoine	Others	Halobacillus karajensis NZ_FNWW01.	
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000007.region002	NZ_FNWW01000007	Halobacillus karajensis strain strain	siderophore	Others	Halobacillus karajensis NZ_FNWW01.	
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000008.region001	NZ_FNWW01000008	Halobacillus karajensis strain strain	terpene	Terpene	Halobacillus karajensis NZ_FNWW01.	
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region001	NZ_AUDY01000008	Halobacillus kuroshimensis strain strain	siderophore	Others	Halobacillus kuroshimensis NZ_AUDY01.	
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region002	NZ_AUDY01000008	Halobacillus kuroshimensis strain strain	siderophore	Others	Halobacillus kuroshimensis NZ_AUDY01.	
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region003	NZ_AUDY01000008	Halobacillus kuroshimensis strain strain	terpene	Terpene	Halobacillus kuroshimensis NZ_AUDY01.	
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region004	NZ_AUDY01000008	Halobacillus kuroshimensis strain strain	betalactone	Others	Halobacillus kuroshimensis NZ_AUDY01.	
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region005	NZ_AUDY01000008	Halobacillus kuroshimensis strain strain	T3PKS	PKSother	Halobacillus kuroshimensis NZ_AUDY01.	
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region006	NZ_AUDY01000008	Halobacillus kuroshimensis strain strain	ectoine	Others	Halobacillus kuroshimensis NZ_AUDY01.	
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region007	NZ_AUDY01000008	Halobacillus kuroshimensis strain strain	terpene	Terpene	Halobacillus kuroshimensis NZ_AUDY01.	
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region001	c00001_NZ_JAEK..	Halobacillus kuroshimensis strain strain	siderophore	Others	Halobacillus kuroshimensis NZ_JAEKJY.	
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region002	c00001_NZ_JAEK..	Halobacillus kuroshimensis strain strain	siderophore	Others	Halobacillus kuroshimensis NZ_JAEKJY.	
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region003	c00001_NZ_JAEK..	Halobacillus kuroshimensis strain strain	terpene	Terpene	Halobacillus kuroshimensis NZ_JAEKJY.	
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region004	c00001_NZ_JAEK..	Halobacillus kuroshimensis strain strain	betalactone	Others	Halobacillus kuroshimensis NZ_JAEKJY.	
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region005	c00001_NZ_JAEK..	Halobacillus kuroshimensis strain strain	T3PKS	PKSother	Halobacillus kuroshimensis NZ_JAEKJY.	
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region006	c00001_NZ_JAEK..	Halobacillus kuroshimensis strain strain	ectoine	Others	Halobacillus kuroshimensis NZ_JAEKJY.	
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region007	c00001_NZ_JAEK..	Halobacillus kuroshimensis strain strain	terpene	Terpene	Halobacillus kuroshimensis NZ_JAEKJY.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region001	NZ_CP026118.1	Halobacillus litoralis strain strain	T3PKS	PKSother	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region002	NZ_CP026118.1	Halobacillus litoralis strain strain	betalactone	Others	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region003	NZ_CP026118.1	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region004	NZ_CP026118.1	Halobacillus litoralis strain strain	siderophore	Others	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region005	NZ_CP026118.1	Halobacillus litoralis strain strain	thiopeptide.LAP.cyclic-lactone-autoinducer	RiPPs	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region006	NZ_CP026118.1	Halobacillus litoralis strain strain	terpene	Terpene	Halobacillus litoralis NZ_CP0261.	
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region007	NZ_CP026118.1	Halobacillus litoralis strain strain	RiPP-like	RiPPs	Halobacillus litoralis NZ_CP0261.	
