#BGC Name	Clan Number	Family Number
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region005	246	246
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region005	250	250
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region001	250	250
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000007.region001	255	255
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000004.region001	255	255
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region001	255	255
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000008.region001	255	255
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region008	255	255
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region004	255	255
Halobacillus_sp._GCF_019599545.prokka-c00004_NZ_JAIE...region001	255	255
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000064.region001	255	255
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000002.region001	255	255
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region006	273	273
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region007	274	274
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region005	280	280
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region003	283	283
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region005	285	285
Halobacillus_sp._GCF_024189295.prokka-c00033_NZ_JAIZ...region001	292	292
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region003	297	297
Halobacillus_sp._GCF_024189315.prokka-c00008_NZ_JAIZ...region001	300	300
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region005	311	311
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region004	311	311
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000031.region001	325	325
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000005.region001	325	325
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region005	325	325
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region004	325	325
Halobacillus_sp._GCF_017307035.prokka-c00017_NZ_JAFL...region001	325	325
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region004	325	325
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000096.region001	325	325
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region004	325	325
