#BGC Name	Family Number
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region006	138
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region007	139
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region008	140
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region009	141
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026119.1.region001	142
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000004.region002	143
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region001	143
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000009.region002	143
Halobacillus_litoralis_GCF_020171885.prokka-c00004_NZ_JAIV...region002	143
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000015.region001	164
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region003	168
Halobacillus_sp._GCF_017307035.prokka-c00012_NZ_JAFL...region003	168
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000017.region001	174
Halobacillus_litoralis_GCF_020171725.prokka-c00008_NZ_JAIV...region001	178
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region001	186
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region005	190
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region006	191
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region003	194
Halobacillus_locisalis_GCF_013694105.prokka-c00003_NZ_JACE...region001	204
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region001	205
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region002	206
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region006	210
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region001	211
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region002	212
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region001	212
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region006	216
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region007	217
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000002.region001	221
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000003.region001	221
Halobacillus_litoralis_GCF_020171725.prokka-c00001_NZ_JAIV...region002	225
Halobacillus_locisalis_GCF_013694105.prokka-c00002_NZ_JACE...region003	225
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000001.region003	225
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000004.region003	225
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000038.region001	226
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000005.region001	226
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000074.region001	232
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000153.region001	233
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000164.region001	234
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000259.region001	235
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000280.region001	236
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000413.region001	237
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000001.region001	238
Halobacillus_litoralis_GCF_020524085.prokka-c00002_NZ_JAIV...region001	238
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000441.region001	238
Halobacillus_alkaliphilus_GCF_900113125.prokka-NZ_FOOG01000003.region001	239
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region005	239
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region005	239
Halobacillus_halophilus_GCF_020171985.prokka-c00001_NZ_JAIV...region001	239
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000007.region002	239
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region001	239
Halobacillus_litoralis_GCF_020171725.prokka-c00001_NZ_JAIV...region001	239
Halobacillus_locisalis_GCF_013694105.prokka-c00002_NZ_JACE...region002	239
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region004	239
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region004	239
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000001.region002	239
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000004.region002	239
Halobacillus_sp._GCF_000786645.prokka-NZ_JRNX01000837.region001	239
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region005	239
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region001	239
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region002	239
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region003	239
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000068.region002	239
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region004	239
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000062.region001	240
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region001	240
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000051.region001	241
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region002	241
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region002	242
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000090.region001	242
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region003	242
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000005.region001	246
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region003	246
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region004	246
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region005	246
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region001	246
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region005	246
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region004	249
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region002	249
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region005	250
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region001	250
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region006	251
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000009.region001	252
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000006.region001	252
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000021.region001	252
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region002	252
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000002.region002	252
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000001.region002	252
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000004.region002	252
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region004	252
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region004	252
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region005	252
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region003	252
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region005	252
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000065.region001	252
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region004	252
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region002	252
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region001	252
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region003	252
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000005.region001	252
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000009.region002	253
Halobacillus_alkaliphilus_GCF_900113125.prokka-NZ_FOOG01000003.region002	253
Halobacillus_dabanensis_GCF_900114165.prokka-NZ_FOSB01000006.region002	253
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000020.region001	253
Halobacillus_halophilus_GCF_000284515.prokka-NC_017668.1.region006	253
Halobacillus_halophilus_GCF_002209425.prokka-NZ_CP022106.1.region006	253
Halobacillus_halophilus_GCF_009856185.prokka-NZ_WMEP01000001.region002	253
Halobacillus_halophilus_GCF_020171985.prokka-c00001_NZ_JAIV...region002	253
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000007.region003	253
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region002	253
Halobacillus_karajensis_GCF_000723525.prokka-NZ_CCDJ010000003.region001	253
Halobacillus_karajensis_GCF_000724105.prokka-NZ_CCDH010000002.region001	253
Halobacillus_karajensis_GCF_000731155.prokka-NZ_CCDI010000001.region001	253
Halobacillus_karajensis_GCF_900108515.prokka-NZ_FNWW01000004.region003	253
Halobacillus_kuroshimensis_GCF_000425705.prokka-NZ_AUDY01000008.region005	253
Halobacillus_kuroshimensis_GCF_017303015.prokka-c00001_NZ_JAEK...region005	253
Halobacillus_litoralis_GCF_004101865.prokka-NZ_CP026118.1.region001	253
Halobacillus_litoralis_GCF_009856285.prokka-NZ_WMET01000001.region005	253
Halobacillus_litoralis_GCF_009856355.prokka-NZ_WMEW01000005.region002	253
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region003	253
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region006	253
Halobacillus_litoralis_GCF_020171725.prokka-c00002_NZ_JAIV...region001	253
Halobacillus_litoralis_GCF_020171885.prokka-c00006_NZ_JAIV...region002	253
Halobacillus_litoralis_GCF_020524025.prokka-c00001_NZ_JAIV...region004	253
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region006	253
Halobacillus_locisalis_GCF_013694105.prokka-c00002_NZ_JACE...region001	253
Halobacillus_mangrovi_GCF_002097535.prokka-NZ_CP020772.1.region003	253
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region003	253
Halobacillus_salinus_GCF_004684905.prokka-NZ_SRJC01000001.region001	253
Halobacillus_salinus_GCF_900166575.prokka-NZ_FVYZ01000004.region001	253
Halobacillus_sp._GCF_000328325.prokka-NZ_ANPF01000121.region001	253
Halobacillus_sp._GCF_001592845.prokka-NZ_LSOC01000002.region005	253
Halobacillus_sp._GCF_015905325.prokka-c00001_NZ_JADZ...region003	253
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region002	253
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region002	253
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region002	253
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region001	253
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region002	253
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000068.region001	253
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000005.region002	253
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region003	253
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000013.region001	254
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000028.region001	254
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region002	254
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000004.region001	254
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region007	254
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region003	254
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000078.region001	254
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000008.region001	254
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000007.region001	255
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000004.region001	255
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region001	255
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000008.region001	255
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region008	255
Halobacillus_sp._GCF_017307035.prokka-c00001_NZ_JAFL...region004	255
Halobacillus_sp._GCF_019599545.prokka-c00004_NZ_JAIE...region001	255
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000064.region001	255
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000002.region001	255
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region001	260
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region005	264
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region001	268
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region002	269
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region003	270
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region004	271
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region006	273
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region007	274
Halobacillus_sp._GCF_022919095.prokka-NZ_CP095073.1.region008	275
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region004	279
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region005	280
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region003	283
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region004	284
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region005	285
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region006	286
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region001	287
Halobacillus_hunanensis_GCF_900166655.prokka-NZ_FVZB01000006.region001	287
Halobacillus_ihumii_GCF_902726645.prokka-c00001_NZ_CACV...region003	287
Halobacillus_sp._GCF_022919835.prokka-NZ_CP095074.1.region003	287
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region007	287
Halobacillus_sp._GCF_024189315.prokka-c00007_NZ_JAIZ...region001	287
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000001.region001	287
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095076.1.region001	288
Halobacillus_sp._GCF_024189295.prokka-c00001_NZ_JAIZ...region001	289
Halobacillus_sp._GCF_024189315.prokka-c00009_NZ_JAIZ...region001	289
Halobacillus_sp._GCF_024189295.prokka-c00008_NZ_JAIZ...region001	290
Halobacillus_sp._GCF_024189295.prokka-c00011_NZ_JAIZ...region001	291
Halobacillus_sp._GCF_024189295.prokka-c00033_NZ_JAIZ...region001	292
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region003	297
Halobacillus_sp._GCF_024189315.prokka-c00006_NZ_JAIZ...region001	298
Halobacillus_sp._GCF_024189315.prokka-c00008_NZ_JAIZ...region001	300
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region005	302
Halobacillus_sp._GCF_024189315.prokka-c00009_NZ_JAIZ...region002	302
Halobacillus_andaensis_GCF_014636475.prokka-NZ_BMEL01000001.region002	304
Halobacillus_andaensis_GCF_017874135.prokka-c00001_NZ_JAGG...region002	304
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region003	304
Halobacillus_sp._GCF_024189295.prokka-c00033_NZ_JAIZ...region003	304
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region002	304
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000002.region001	304
Halobacillus_andaensis_GCF_014636475.prokka-NZ_BMEL01000001.region001	305
Halobacillus_andaensis_GCF_017874135.prokka-c00001_NZ_JAGG...region001	305
Halobacillus_andaensis_OCO35-Chr1.prokka-c00001_gnl_CIA...region002	305
Halobacillus_sp._GCF_024189295.prokka-c00033_NZ_JAIZ...region002	305
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region001	305
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000002.region002	305
Halobacillus_massiliensis_GCF_900166625.prokka-NZ_LT800499.1.region005	311
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region004	311
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region005	312
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region006	313
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000034.region001	315
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region001	315
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000002.region002	316
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000006.region001	316
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000003.region001	316
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region002	316
Halobacillus_litoralis_GCF_020524085.prokka-c00001_NZ_JAIV...region002	316
Halobacillus_sp._GCF_017307035.prokka-c00012_NZ_JAFL...region002	316
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region006	316
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000034.region002	316
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region002	316
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000002.region003	324
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000004.region001	324
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region003	324
Halobacillus_aidingensis_GCF_900104185.prokka-NZ_FNIZ01000031.region001	325
Halobacillus_faecis_GCF_007991335.prokka-NZ_BJYD01000005.region001	325
Halobacillus_litoralis_GCF_009856415.prokka-NZ_WMEZ01000001.region005	325
Halobacillus_litoralis_GCF_009856445.prokka-NZ_WMFA01000002.region004	325
Halobacillus_sp._GCF_017307035.prokka-c00017_NZ_JAFL...region001	325
Halobacillus_sp._GCF_019599545.prokka-c00001_NZ_JAIE...region004	325
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000096.region001	325
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region004	325
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000014.region001	330
